PAID;FECHA_REGISTRO;UNIDAD_NOMBRE;PROYECTO_RNPC;UNIDAD_DEPARTAMENTO;DESTINO_DEPARTAMENTO;DESTINO_CIUDAD;ATENCION_TIPO_TRAMITE;ATENCION_DESTINO;ATENCION_TEMA;ATENCION_MOTIVO;ATENCION_ESTADO;PERSONA_RANGO_EDAD;PERSONA_CONDICION_DISCAPACIDAD;PERSONA_POBLACION_ESPECIAL;PERSONA_GENERO;PERSONA_PROFESION;PERSONA_ACEPTA_HABEAS_DATA;TIPO_EMPRESA;EMPRESA_TIPO_DOCUMENTO;EMPRESA_RAZON_SOCIAL;ESTADO_SERVICIO;CAUSAL;TIPO_PRODUCTO;NOMBRE_PRODUCTO;VALOR_PRODUCTO;FECHA_ADQUISICION;FECHA_ULTIMO_ENCUENTRO;FECHA_FIN_ULTIMO_ENCUENTRO;FECHA_FIN_REAL;ENCUENTRO_ACORDADO;FECHA_CONTRATO;DURACION
775911;6/07/2022;CB CIUDAD BOLÍVAR;Casas del Consumidor Bogota;BOGOTA;BOGOTA;CIUDAD BOLIVAR;ARREGLO DIRECTO;SIC;Garantías ;Garantía suplementaria;Ciudadano Atendido;41-59 años;Ninguna ;Madre cabeza de familia;Mujer;Ninguno                                  ;SI;INFORMAL;;walter andres Gandara contreras;CERRADO;Servicios que suponen la entrega de un bien a un tercero;Servicio;Lavadora - Mabe de 18 libras ;220000;14/05/2022 0:00;19/07/2022;19/07/2022;19/07/2022;NO;;13
793626;25/07/2022;CR CARTAGENA;Casas del Consumidor Regional;BOLIVAR;BOLIVAR;CARTAGENA;ARREGLO DIRECTO;SIC;Garantías ;Incumplimiento de los términos de garantía;Ciudadano Atendido;60-80 años;Ninguna ;Ninguna;Mujer;No indica;SI;FORMAL;NIT;ELECTROREYES;CERRADO;Incumplimiento de la garantía;Bien;CONGELADOR VERTICAL I-PALET15;6970000;22/10/2021 0:00;11/08/2022;11/08/2022;11/08/2022;NO;;17
806238;5/08/2022;CR PASTO;Casas del Consumidor Regional;NARIÑO;NARIÑO;PASTO;ARREGLO DIRECTO;SIC;Protección Contractual;Incumplimiento Contractual;Ciudadano Atendido;26-40 años;Ninguna ;Ninguna;Hombre;Bachiller              ;SI;INFORMAL;;CRISTHIAN CAMILO CABRERA ARTEAGA   - JAIME GONZALO CABRERA ARCINIEGAS;ACORDADO;Incumplimiento contractual;Servicio;reserva de viaje;500000;15/06/2022 0:00;16/08/2022;18/08/2022;18/08/2022;SI;18/08/2022 10:24;13
854196;20/09/2022;CR PEREIRA;Casas del Consumidor Regional;RISARALDA;RISARALDA;PEREIRA;ARREGLO DIRECTO;SIC;Garantías ;Incumplimiento de los términos de garantía;Ciudadano Atendido;19-25 años;Ninguna ;No indica;Mujer;Bachiller              ;SI;FORMAL;NIT;SUZUKI MOTOR DE COLOMBIA S.A.;CERRADO;Incumplimiento de la garantía;Bien;Solicitud de GARANTIA De Vehiculo automotor  MOTOCICLETA , de partes y accesorios ( RUIDO ANORMAL EN EXOSTO);INDETERMINADO;12/08/2022 0:00;27/09/2022;27/09/2022;27/09/2022;NO;;7
945103;21/02/2023;CB USAQUEN;Casas del Consumidor Bogota;BOGOTA;BOGOTA;USAQUEN;ARREGLO DIRECTO;SIC;Garantías ;Incumplimiento de los términos de garantía;Ciudadano Atendido;41-59 años;Ninguna ;Ninguna;Hombre;Profesional;SI;FORMAL;NIT;GAS NATURAL VANTI S.A. E.S.P.;ACORDADO;Incumplimiento contractual;Servicio;instalación de gas;2617727;15/12/2021 0:00;22/02/2023;6/03/2023;6/03/2023;SI;6/03/2023 9:57;13
946681;22/02/2023;CR PASTO;Casas del Consumidor Regional;NARIÑO;NARIÑO;PASTO;ARREGLO DIRECTO;SIC;Garantías ;Incumplimiento de los términos de garantía;Ciudadano Atendido;41-59 años;Ninguna ;Ninguna;Mujer;Bachiller              ;SI;FORMAL;NIT;SUMOTO S.A.;CERRADO-NA;Incumplimiento de la garantía;Bien;MOTOCICLETA AKT FLEX 125;6400000;12/10/2022 0:00;22/02/2023;28/02/2023;28/02/2023;NO;;6
999266;11/04/2023;CB BOSA;Casas del Consumidor Bogota;BOGOTA;BOGOTA;BOSA;ARREGLO DIRECTO;SIC;Turismo;Derecho de retracto;Ciudadano Atendido;41-59 años;Ninguna ;Ninguna;Mujer;Básica Primaria;SI;FORMAL;NIT;SOLARIS INC COLOMBIA SAS;ACORDADO;Derecho de Retracto;Servicio;SERVICIOS TURISTICOS;3000000;21/01/2023 0:00;25/04/2023;25/04/2023;25/04/2023;SI;25/04/2023 16:24;14
1020492;3/05/2023;CR BARRANQUILLA;Casas del Consumidor Regional;ATLANTICO;ATLANTICO;BARRANQUILLA;ARREGLO DIRECTO;SIC;Garantías ;Incumplimiento de los términos de garantía;Ciudadano Atendido;41-59 años;Ninguna ;Ninguna;Hombre;Profesional;SI;FORMAL;NIT;DECOR-LINE;CERRADO-ICOM;Incumplimiento contractual;Bien;DOS PUERTAS MACIZAS;1000000;29/07/2022 0:00;15/05/2023;15/05/2023;15/05/2023;NO;;12
1045107;31/05/2023;RUTA 1;Rutas del Consumidor;BOGOTA;PUTUMAYO;MOCOA;ARREGLO DIRECTO;SIC;Garantías ;Incumplimiento de los términos de garantía;Ciudadano Atendido;41-59 años;Ninguna ;Ninguna;Mujer;Profesional;SI;FORMAL;NIT;ELECTROMILLONARIA;ACORDADO;Incumplimiento de la garantía;Bien;"VITRINA JLC 211 LT/VERTCAL CODIGO 07900160130  - -	CONGELADOR HORIZONTAL JLC 142 LITROS CODIGO 8800090133 ";3312000;15/04/2023 0:00;7/06/2023;;7/06/2023;NO;;7
1075330;30/06/2023;CB BOSA;Casas del Consumidor Bogota;BOGOTA;BOGOTA;BOSA;ARREGLO DIRECTO;SIC;Venta que utiliza métodos no tradicionales o a distancia;Derecho de retracto;Ciudadano Atendido;41-59 años;Ninguna ;Ninguna;Mujer;Básica Primaria;SI;FORMAL;NIT;SOLARIS INC COLOMBIA SAS;ACORDADO;Derecho de Retracto;Servicio;servicios intermediación turistico;4787680;6/06/2023 0:00;14/07/2023;14/07/2023;14/07/2023;SI;14/07/2023 15:34;14
1229782;17/11/2023;CB USAQUEN;Casas del Consumidor Bogota;BOGOTA;BOGOTA;USAQUEN;ARREGLO DIRECTO;SIC;Garantías ;Incumplimiento de los términos de garantía;Ciudadano Atendido;41-59 años;Ninguna ;Ninguna;Mujer;Técnico;SI;FORMAL;NIT;URBANIZADORA SANTA FE DE BOGOTA URBANSA S A;ACORDADO;Incumplimiento de la garantía;Bien;inmueble;INDETERMINADO;13/01/2023 0:00;23/11/2023;4/12/2023;4/12/2023;SI;4/12/2023 12:34;17
1297366;6/02/2024;CR PASTO;Casas del Consumidor Regional;NARIÑO;NARIÑO;PASTO;ARREGLO DIRECTO;SIC;Protección Contractual;Incumplimiento Contractual;Ciudadano Atendido;26-40 años;Ninguna ;Ninguna;Mujer;Bachiller              ;SI;FORMAL;NIT;EVENTOS Y CATERING VERDE OLIVA;CERRADO-ICOM;Incumplimiento contractual;Servicio;EVENTO Y CATERING PARA LA CELEBRACIÓN DE FIESTA DE 15 AÑOS;7000000;18/11/2023 0:00;12/02/2024;15/02/2024;15/02/2024;NO;;9
696804;11/04/2022;CR VILLAVICENCIO;Casas del Consumidor Regional;META;META;VILLAVICENCIO;ARREGLO DIRECTO;SIC;Garantías ;Incumplimiento de los términos de garantía;Ciudadano Atendido;26-40 años;Ninguna ;Ninguna;Hombre;Técnico;SI;INFORMAL;;MUEBLES ANDREITA;CERRADO;Servicios que suponen la entrega de un bien a un tercero;Servicio;FABRICACION DE COMEDOR DE 6 PUESTOS EN MADERA ;1050000;28/12/2021 0:00;21/04/2022;22/04/2022;22/04/2022;NO;;11
985208;27/03/2023;CR PASTO;Casas del Consumidor Regional;NARIÑO;NARIÑO;PASTO;ARREGLO DIRECTO;SIC;Garantías ;Incumplimiento de los términos de garantía;Ciudadano Atendido;41-59 años;Ninguna ;Ninguna;Mujer;Bachiller              ;SI;INFORMAL;;CHINO CELU PASTO 2;CERRADO-ICOM;Incumplimiento de la garantía;Bien;AUDIFONOS AIRPODS PRO;880000;27/07/2022 0:00;10/04/2023;10/04/2023;10/04/2023;NO;;14
1110275;29/08/2023;CB USAQUEN;Casas del Consumidor Bogota;BOGOTA;BOGOTA;USAQUEN;ARREGLO DIRECTO;SIC;Garantías ;Incumplimiento de los términos de garantía;Ciudadano Atendido;60-80 años;Ninguna ;Adulto mayor;Mujer;Bachiller              ;SI;INFORMAL;;acabados&terminados en cuero y tela;ACORDADO;Incumplimiento de la garantía;Servicio;muebles;1600000;13/04/2023 0:00;29/08/2023;29/08/2023;29/08/2023;SI;29/08/2023 15:41;0
1039779;25/05/2023;CB USAQUEN;Casas del Consumidor Bogota;BOGOTA;BOGOTA;USAQUEN;ARREGLO DIRECTO;SIC;Garantías ;Incumplimiento de los términos de garantía;Ciudadano Atendido;26-40 años;Ninguna ;Ninguna;Mujer;Profesional;SI;FORMAL;NIT;EDITORA LEADERSHIP TRAING CORPORATION S.A.S.;ACORDADO;Información o publicidad engañosa;Servicio;clases de ingles;5586000;21/09/2021 0:00;25/05/2023;26/05/2023;26/05/2023;SI;26/05/2023 11:57;1
677518;23/03/2022;CR PASTO;Casas del Consumidor Regional;NARIÑO;NARIÑO;PASTO;ARREGLO DIRECTO;SIC;Calidad, Idoneidad y seguridad;Producto inseguro;Ciudadano Atendido;41-59 años;Ninguna ;Ninguna;Mujer;No indica;NO;FORMAL;NIT;LA CASA DEL VIDRIO;CERRADO;Incumplimiento contractual;Bien;piso de vidrio y pasamanos;1600000;15/09/2019 0:00;31/03/2022;31/03/2022;31/03/2022;NO;;8
575358;26/10/2021;CB USME;Casas del Consumidor Bogota;BOGOTA;BOGOTA;USME;ARREGLO DIRECTO;SIC;Garantías ;Incumplimiento de los términos de garantía;Ciudadano Atendido;41-59 años;Ninguna ;Ninguna;Hombre;Bachiller              ;SI;INFORMAL;;industrias metalicas alma hierro;CERRADO;Incumplimiento contractual;Bien;puerta;400000;3/06/2021 0:00;3/11/2021;3/11/2021;3/11/2021;SI;3/11/2021 13:33;8
680235;25/03/2022;CR PASTO;Casas del Consumidor Regional;NARIÑO;NARIÑO;PASTO;ARREGLO DIRECTO;SIC;Protección Contractual;Incumplimiento Contractual;Ciudadano Atendido;26-40 años;Ninguna ;Ninguna;Mujer;Técnico;SI;INFORMAL;;TRISKEL;CERRADO;Incumplimiento contractual;Bien;UNIFORME DE INSTITUCIÓN EDUCATIVA;100000;13/01/2019 0:00;29/03/2022;29/03/2022;29/03/2022;SI;29/03/2022 11:31;4
743563;31/05/2022;CB CIUDAD BOLÍVAR;Casas del Consumidor Bogota;BOGOTA;BOGOTA;CIUDAD BOLIVAR;ARREGLO DIRECTO;SIC;Prestación de servicios que suponen la entrega de un bien;Calidad del servicio;Ciudadano Atendido;19-25 años;Ninguna ;Ninguna;Hombre;Tecnólogo;SI;FORMAL;NIT;MILENA CAMACHO - CENTRO ELECTRÓNICO SERVICIO TÉCNICO;CERRADO;Servicios que suponen la entrega de un bien a un tercero;Servicio;Lavadora ;430000;5/03/2022 0:00;29/06/2022;5/07/2022;5/07/2022;NO;;35
946634;22/02/2023;CR PASTO;Casas del Consumidor Regional;NARIÑO;NARIÑO;PASTO;ARREGLO DIRECTO;SIC;Garantías ;Incumplimiento de los términos de garantía;Ciudadano Atendido;26-40 años;Ninguna ;Ninguna;Mujer;No indica;SI;FORMAL;NIT;CYRGO S.A.S;CERRADO-IAP;Incumplimiento de la garantía;Bien;TEJA TERMOACUSTICA;1802000;26/01/2023 0:00;22/02/2023;28/02/2023;28/02/2023;NO;;6
1110563;29/08/2023;CB USAQUEN;Casas del Consumidor Bogota;BOGOTA;BOGOTA;USAQUEN;ARREGLO DIRECTO;SIC;Garantías ;Incumplimiento de los términos de garantía;Ciudadano Atendido;60-80 años;Ninguna ;Adulto mayor;Mujer;Técnico;SI;INFORMAL;;organización constructora jiménez ruíz;CERRADO-ICOM;Información o publicidad engañosa;Servicio;instalación gas ;1250000;19/07/2022 0:00;29/08/2023;29/08/2023;29/08/2023;NO;;0
769360;29/06/2022;CB USAQUEN;Casas del Consumidor Bogota;BOGOTA;BOGOTA;USAQUEN;ARREGLO DIRECTO;SIC;Comercio electrónico;Derecho de retracto;Ciudadano Atendido;60-80 años;Ninguna ;Adulto mayor;Mujer;Profesional;SI;FORMAL;NIT;INTER WORLD S.A.S.;ACORDADO;Derecho de Retracto;Servicio;SERVICIOS TURÍSITICOS;4030000;8/04/2022 0:00;12/07/2022;12/07/2022;12/07/2022;SI;12/07/2022 16:10;13
880739;24/10/2022;CR PASTO;Casas del Consumidor Regional;NARIÑO;NARIÑO;PASTO;ARREGLO DIRECTO;SIC;Protección Contractual;Incumplimiento Contractual;Ciudadano Atendido;41-59 años;Ninguna ;Ninguna;Hombre;Bachiller              ;SI;FORMAL;NIT;CREDIFINANCIERA;CERRADO-ICOM;Incumplimiento contractual;Bien;CREDITO DE LIBRE INVERSIÓN;27000000;10/09/2018 0:00;1/11/2022;4/11/2022;4/11/2022;NO;;11
641049;16/02/2022;CR CARTAGENA;Casas del Consumidor Regional;BOLIVAR;BOLIVAR;CARTAGENA;ARREGLO DIRECTO;SIC;Protección Contractual;Incumplimiento Contractual;Ciudadano Atendido;41-59 años;Ninguna ;Ninguna;Mujer;No indica;SI;FORMAL;NIT;FINSOCIAL SAS;CERRADO;Incumplimiento contractual;Servicio;Crédito por libranzas;INDETERMINADO;7/04/2020 0:00;10/03/2022;14/03/2022;14/03/2022;NO;;26
1002486;14/04/2023;CR PASTO;Casas del Consumidor Regional;NARIÑO;NARIÑO;PASTO;ARREGLO DIRECTO;SIC;Garantías ;Incumplimiento de los términos de garantía;Ciudadano Atendido;60-80 años;Ninguna ;Ninguna;Mujer;Básica Primaria;SI;FORMAL;NIT;MOTOR KIA SAS;ACORDADO;Incumplimiento de la garantía;Bien;CAMIONETA ESTACAS;72200000;16/08/2022 0:00;2/05/2023;4/05/2023;4/05/2023;SI;4/05/2023 11:48;20
1297571;6/02/2024;CR SAN ANDRES;Casas del Consumidor Regional;SAN ANDRES;SAN ANDRES;SAN ANDRES;ARREGLO DIRECTO;SIC;Garantías ;Incumplimiento de los términos de garantía;Ciudadano Atendido;60-80 años;Ninguna ;Ninguna;Mujer;Básica Primaria;SI;FORMAL;NIT;HOME AND INDUSTRY CENTER;AGENDADO;Incumplimiento de la garantía;Bien;"LAVADORA HACEB 7KG AS0700""B";1050000;14/07/2023 0:00;9/02/2024;;9/02/2024;NO;;3
870135;10/10/2022;CR PEREIRA;Casas del Consumidor Regional;RISARALDA;RISARALDA;PEREIRA;ARREGLO DIRECTO;SIC;Garantías ;Incumplimiento de los términos de garantía;Ciudadano Atendido;41-59 años;Ninguna ;Ninguna;Hombre;Profesional;SI;INFORMAL;;DISEÑO BONILLA y/o WILLIAM BONILLA CORTES;CERRADO-ICOM;Servicios que suponen la entrega de un bien a un tercero;Servicio;Reconstrucción de mueble Poltronas: Dos Por Uno , Servicio contratado Tapizado.;400000;15/08/2022 0:00;19/10/2022;19/10/2022;19/10/2022;NO;;9
945201;21/02/2023;CB BOSA;Casas del Consumidor Bogota;BOGOTA;BOGOTA;BOSA;ARREGLO DIRECTO;SIC;Garantías ;Incumplimiento de los términos de garantía;Ciudadano Atendido;60-80 años;Ninguna ;Adulto mayor;Mujer;Ninguno                                  ;SI;INFORMAL;;G Modamuebles;ACORDADO;Incumplimiento de la garantía;Bien;Claset 1.20 x 1.50 color weague veteado;6500000;12/01/2023 0:00;1/03/2023;8/03/2023;8/03/2023;SI;8/03/2023 11:19;15
921890;19/01/2023;CB USAQUEN;Casas del Consumidor Bogota;BOGOTA;BOGOTA;USAQUEN;ARREGLO DIRECTO;SIC;Garantías ;Incumplimiento de los términos de garantía;Ciudadano Atendido;41-59 años;Ninguna ;Ninguna;Hombre;Bachiller              ;SI;FORMAL;NIT;GEMAS Y SUPERFICIES S.A.S.;CERRADO-ICOM;Incumplimiento de la garantía;Bien;mesón;3000000;30/09/2022 0:00;31/01/2023;27/01/2023;27/01/2023;NO;;8
854898;21/09/2022;CR PASTO;Casas del Consumidor Regional;NARIÑO;NARIÑO;PASTO;ARREGLO DIRECTO;SIC;Protección Contractual;Incumplimiento Contractual;Ciudadano Atendido;41-59 años;Ninguna ;Ninguna;Hombre;Profesional;SI;FORMAL;NIT;MADECO AGLOMERADOS;CERRADO;Incumplimiento contractual;Bien;Diseño, fabricación e instalación de muebles cocina y alcoba;3000000;30/05/2022 0:00;28/09/2022;30/09/2022;30/09/2022;NO;;9
459329;15/07/2021;CR PASTO;Casas del Consumidor Regional;NARIÑO;NARIÑO;PASTO;ARREGLO DIRECTO;SIC;Arreglo Directo;Arreglo Directo;Ciudadano Atendido;26-40 años;Ninguna ;Ninguna;Mujer;Profesional;SI;INFORMAL;;indualum;CERRADO;Incumplimiento de la garantía;Bien;motor Raptor 1200 marca Accessmatic ;2425000;27/12/2019 0:00;27/07/2021;27/07/2021;27/07/2021;NO;;12
933220;7/02/2023;CB USAQUEN;Casas del Consumidor Bogota;BOGOTA;BOGOTA;USAQUEN;ARREGLO DIRECTO;SIC;Garantías ;Incumplimiento de los términos de garantía;Ciudadano Atendido;41-59 años;Ninguna ;Ninguna;Hombre;Bachiller              ;SI;FORMAL;NIT;GEMAS Y SUPERFICIES S.A.S.;CERRADO-ICOM;Incumplimiento de la garantía;Bien;mesones;3000000;30/09/2022 0:00;8/02/2023;21/02/2023;21/02/2023;NO;;14
1120089;11/09/2023;CR PASTO;Casas del Consumidor Regional;NARIÑO;NARIÑO;PASTO;ARREGLO DIRECTO;SIC;Garantías ;Incumplimiento de los términos de garantía;Ciudadano Atendido;19-25 años;Ninguna ;Ninguna;Mujer;Profesional;SI;FORMAL;NIT;SUMOTO S.A.;CERRADO-NA;Incumplimiento de la garantía;Bien;motocicleta;15203598;10/05/2023 0:00;29/09/2023;12/10/2023;12/10/2023;NO;;31
1040504;25/05/2023;CR PASTO;Casas del Consumidor Regional;NARIÑO;NARIÑO;PASTO;ARREGLO DIRECTO;SIC;Garantías ;Incumplimiento de los términos de garantía;Ciudadano Atendido;26-40 años;Ninguna ;Ninguna;Mujer;No indica;SI;FORMAL;NIT;ELECTROMILLONARIA;ACORDADO;Incumplimiento de la garantía;Bien;CABINA DE SONIDO;1400000;24/05/2022 0:00;13/06/2023;14/06/2023;14/06/2023;SI;14/06/2023 14:19;20
1019573;3/05/2023;CB USAQUEN;Casas del Consumidor Bogota;BOGOTA;BOGOTA;USAQUEN;ARREGLO DIRECTO;SIC;Garantías ;Incumplimiento de los términos de garantía;Ciudadano Atendido;60-80 años;Ninguna ;Adulto mayor;Hombre;Básica Primaria;SI;FORMAL;NIT;BRENT INTERNATIONAL CORP SAS;ACORDADO;Derecho de Retracto;Servicio;paquete turisitico;2500000;28/12/2022 0:00;3/05/2023;3/05/2023;3/05/2023;SI;3/05/2023 10:49;0
668603;14/03/2022;CB CIUDAD BOLÍVAR;Casas del Consumidor Bogota;BOGOTA;BOGOTA;CIUDAD BOLIVAR;ARREGLO DIRECTO;SIC;Prestación de servicios que suponen la entrega de un bien;La no entrega del recibo;Ciudadano Atendido;41-59 años;Ninguna ;Ninguna;Mujer;Básica Primaria;SI;FORMAL;NIT;MUEBLES SAN DIEGO;CERRADO;Servicios que suponen la entrega de un bien a un tercero;Bien;DOS BASES DE CAMA Y UN COLCHÓN;400000;2/12/2021 0:00;4/04/2022;7/04/2022;7/04/2022;SI;7/04/2022 14:25;24
359290;24/02/2021;CB USAQUEN;Casas del Consumidor Bogota;BOGOTA;BOGOTA;USAQUEN;ARREGLO DIRECTO;SIC;Garantías ;Incumplimiento de los términos de garantía;Ciudadano Atendido;41-59 años;Ninguna ;Ninguna;Mujer;Bachiller              ;SI;INFORMAL;;decoracioanes y carpinteria;CERRADO;Incumplimiento de la garantía;Servicio;servicio de arreglo y pintura de puertas;790000;1/12/2020 0:00;8/03/2021;9/04/2021;9/04/2021;NO;;44
680166;25/03/2022;CB USAQUEN;Casas del Consumidor Bogota;BOGOTA;BOGOTA;USAQUEN;ARREGLO DIRECTO;SIC;Garantías ;Incumplimiento de los términos de garantía;Ciudadano Atendido;60-80 años;Ninguna ;Adulto mayor;Mujer;Profesional;SI;INFORMAL;;joaquin barrero;CERRADO;Incumplimiento contractual;Servicio;tapizado;1800000;11/12/2021 0:00;31/03/2022;4/04/2022;4/04/2022;NO;;10
852788;19/09/2022;CB CIUDAD BOLÍVAR;Casas del Consumidor Bogota;BOGOTA;BOGOTA;CIUDAD BOLIVAR;ARREGLO DIRECTO;SIC;Garantías ;Garantía suplementaria;Ciudadano Atendido;26-40 años;Cognitiva;Víctima de conflicto armado;Hombre;Tecnólogo;SI;FORMAL;NIT;CENTRO BATERIAS Y REPUESTOS S A S;ACORDADO;Incumplimiento de la garantía;Bien;Motor 1600 cc de vehículo Renault Logan Modelo 2008;3588000;17/07/2022 0:00;7/10/2022;1/12/2022;1/12/2022;SI;1/12/2022 13:10;73
886451;28/10/2022;CB CIUDAD BOLÍVAR;Casas del Consumidor Bogota;BOGOTA;BOGOTA;CIUDAD BOLIVAR;ARREGLO DIRECTO;SIC;Protección Contractual;Incumplimiento Contractual;Ciudadano Atendido;41-59 años;Ninguna ;Madre cabeza de familia;Mujer;Técnico;SI;FORMAL;NIT;SOLARIS INC COLOMBIA SAS;ACORDADO;Derecho de Retracto;Servicio;Servicio de Turismo ;5000000;20/10/2022 0:00;10/11/2022;15/11/2022;15/11/2022;SI;15/11/2022 16:29;18
600011;30/11/2021;CR BARRANQUILLA;Casas del Consumidor Regional;ATLANTICO;ATLANTICO;BARRANQUILLA;ARREGLO DIRECTO;SIC;Garantías ;Incumplimiento de los términos de garantía;Ciudadano Atendido;41-59 años;Ninguna ;Ninguna;Hombre;Bachiller              ;SI;FORMAL;NIT;JANNA MOTORS S.A.S.;CERRADO;Información o publicidad engañosa;Bien;CAMIONETA FORD F-150 LARIAT SPORT;189990000;29/05/2021 0:00;2/12/2021;2/12/2021;2/12/2021;NO;;2
1011403;24/04/2023;CB BOSA;Casas del Consumidor Bogota;BOGOTA;BOGOTA;BOSA;ARREGLO DIRECTO;SIC;Arreglo Directo;Arreglo Directo;Ciudadano Atendido;41-59 años;Ninguna ;Desplazado;Mujer;Técnico;SI;FORMAL;NIT;UNITED ALLIANCE SAS;CERRADO-ICOM;Derecho de Retracto;Servicio;SERVICIOS TURISTICOS;2400000;3/03/2023 0:00;12/05/2023;24/05/2023;24/05/2023;NO;;30
264304;11/09/2020;CB USAQUEN;Casas del Consumidor Bogota;BOGOTA;BOGOTA;USAQUEN;ARREGLO DIRECTO;SIC;Garantías ;Incumplimiento de los términos de garantía;Ciudadano Atendido;41-59 años;Ninguna ;Ninguna;Hombre;Profesional;SI;FORMAL;NIT;INDUSVIT LTDA;CERRADO;Incumplimiento de la garantía;Bien;vidrio templado;340340;25/08/2020 0:00;11/09/2020;11/12/2020;11/12/2020;SI;11/12/2020 12:04;91
601214;1/12/2021;CR PASTO;Casas del Consumidor Regional;NARIÑO;NARIÑO;PASTO;ARREGLO DIRECTO;SIC;Protección Contractual;Incumplimiento Contractual;Ciudadano Atendido;26-40 años;Ninguna ;Ninguna;Mujer;No indica;SI;FORMAL;NIT;FUNDONAR;CERRADO;Incumplimiento contractual;Bien;lentes y montura;427000;14/09/2021 0:00;13/12/2021;14/12/2021;14/12/2021;NO;;13
646091;21/02/2022;CR CARTAGENA;Casas del Consumidor Regional;BOLIVAR;BOLIVAR;CARTAGENA;ARREGLO DIRECTO;SIC;Garantías ;Incumplimiento de los términos de garantía;Ciudadano Atendido;26-40 años;Ninguna ;Ninguna;Hombre;No indica;SI;FORMAL;NIT;MASMOTOCICLETAS + S.A.S;CERRADO;Incumplimiento de la garantía;Bien;Marca Benelli TNT 25N, 250 CC. Placa UMO64B;12686000;5/11/2021 0:00;7/03/2022;7/03/2022;7/03/2022;NO;;14
642460;17/02/2022;CB USAQUEN;Casas del Consumidor Bogota;BOGOTA;BOGOTA;USAQUEN;ARREGLO DIRECTO;SIC;Garantías ;Incumplimiento de los términos de garantía;Ciudadano Atendido;26-40 años;Ninguna ;Ninguna;Hombre;Profesional;SI;FORMAL;NIT;CITY TAXI S.A.S.;CERRADO;Incumplimiento contractual;Servicio;dienero en efectivo;253050;13/02/2022 0:00;25/02/2022;25/02/2022;25/02/2022;NO;;8
763897;22/06/2022;CR PASTO;Casas del Consumidor Regional;NARIÑO;NARIÑO;PASTO;ARREGLO DIRECTO;SIC;Garantías ;Incumplimiento de los términos de garantía;Ciudadano Atendido;41-59 años;Ninguna ;Ninguna;Mujer;No indica;SI;FORMAL;NIT;IVAN BOTERO GOMEZ S.A.S.;CERRADO-DCIU;Incumplimiento de la garantía;Bien;TELEVISOR ;3024000;7/07/2021 0:00;29/06/2022;7/07/2022;7/07/2022;NO;;15
830494;29/08/2022;CB CIUDAD BOLÍVAR;Casas del Consumidor Bogota;BOGOTA;BOGOTA;CIUDAD BOLIVAR;ARREGLO DIRECTO;SIC;Garantías ;Incumplimiento de los términos de garantía;Ciudadano Atendido;26-40 años;Ninguna ;Ninguna;Mujer;Técnico;SI;FORMAL;NIT;LA FERIA DE LA GRECA - SANDRA PATRICIA;ACORDADO;Incumplimiento de la garantía;Bien;Capuchinera Oster -  Prima latte;1057300;21/08/2021 0:00;8/09/2022;26/10/2022;26/10/2022;SI;26/10/2022 11:22;58
880652;24/10/2022;CR PASTO;Casas del Consumidor Regional;NARIÑO;NARIÑO;PASTO;ARREGLO DIRECTO;SIC;Garantías ;Incumplimiento de los términos de garantía;Ciudadano Atendido;41-59 años;Ninguna ;Ninguna;Mujer;Profesional;SI;FORMAL;NIT;TEEQUIPO SAS;ACORDADO;Incumplimiento de la garantía;Bien;HORNO MICROONDAS;1650000;19/11/2021 0:00;26/10/2022;27/10/2022;27/10/2022;SI;27/10/2022 9:26;3
876838;19/10/2022;CB CIUDAD BOLÍVAR;Casas del Consumidor Bogota;BOGOTA;BOGOTA;CIUDAD BOLIVAR;ARREGLO DIRECTO;SIC;Protección Contractual;Incumplimiento Contractual;Ciudadano Atendido;60-80 años;Ninguna ;Adulto mayor;Mujer;Técnico;SI;FORMAL;NIT;SOLARIS INC COLOMBIA SAS;ACORDADO;Derecho de Retracto;Servicio;Servicio de Turismo;4500000;12/09/2022 0:00;4/11/2022;15/11/2022;15/11/2022;SI;15/11/2022 16:21;27
1026702;10/05/2023;CR BARRANQUILLA;Casas del Consumidor Regional;ATLANTICO;ATLANTICO;BARRANQUILLA;ARREGLO DIRECTO;SIC;Garantías ;Incumplimiento de los términos de garantía;Ciudadano Atendido;26-40 años;Ninguna ;Ninguna;Mujer;Profesional;SI;INFORMAL;;LOS REYES DEL REPUESTO;CERRADO-IAP;Incumplimiento de la garantía;Bien;DISPLEY;75000;29/12/2022 0:00;16/05/2023;16/05/2023;16/05/2023;NO;;6
1041345;26/05/2023;CR PASTO;Casas del Consumidor Regional;NARIÑO;NARIÑO;PASTO;ARREGLO DIRECTO;SIC;Operaciones mediante Sistemas de Financiación;Derecho de retracto;Ciudadano Atendido;19-25 años;Ninguna ;Ninguna;Hombre;Técnico;SI;FORMAL;NIT;DENTIX COLOMBIA S.A.S.;CERRADO-NA;Derecho de Retracto;Servicio;TRATAMIENTO DE ORTODONCIA;5310300;16/05/2023 0:00;9/06/2023;14/06/2023;14/06/2023;NO;;19
